frame,shoulders,hips,left,right,diagonal_left,diagonal_right
757,0.24364462,0.13837935,0.47606963,0.49375862,0.5067821,0.53001255
758,0.24480706,0.13937859,0.47645935,0.49367708,0.5078405,0.5300422
759,0.24550772,0.13976228,0.47741458,0.49409598,0.50888914,0.5306568
760,0.24600723,0.13942142,0.47745463,0.49547344,0.5103809,0.5304767
761,0.24603032,0.13946228,0.47797343,0.49636495,0.51079834,0.53139395
762,0.24521704,0.1394133,0.4778482,0.49636117,0.51061857,0.53121066
763,0.24498245,0.13967247,0.47696173,0.49599034,0.5097391,0.5309609
764,0.2442173,0.13955298,0.4752656,0.49559566,0.50793505,0.53051865
765,0.24266529,0.13892545,0.47310612,0.49480477,0.5056031,0.5293502
766,0.2417836,0.13825943,0.47191116,0.49454638,0.50371414,0.52929497
767,0.24084593,0.13820074,0.47065756,0.4946079,0.50209266,0.5294783
768,0.23989643,0.13743995,0.46947604,0.49449566,0.50061506,0.52910596
769,0.23771368,0.13716906,0.46678287,0.4930794,0.49815372,0.52698606
770,0.23712267,0.13690665,0.4630879,0.4911168,0.49390373,0.5255843
771,0.2371639,0.13681187,0.46080893,0.49084646,0.4916421,0.5253589
772,0.23691644,0.13643618,0.45984662,0.4910646,0.49036828,0.52564514
773,0.23684262,0.13621315,0.46025977,0.49137822,0.49084005,0.52574027
774,0.23692635,0.13614233,0.46078303,0.4921386,0.49153298,0.5262395
775,0.23693673,0.13601427,0.46095026,0.49339747,0.49180603,0.5272139
776,0.23700029,0.13611628,0.46149033,0.4939709,0.49242148,0.52770734
777,0.23668721,0.13610888,0.46317792,0.49590087,0.49403453,0.5293901
778,0.23680362,0.13607521,0.46405452,0.49723262,0.4949979,0.5305017
779,0.23673736,0.13615292,0.46362418,0.49662742,0.49410507,0.5304271
780,0.23707479,0.13605389,0.4640511,0.49647322,0.49440432,0.53044415
781,0.23776016,0.13604636,0.46489123,0.49676967,0.4947616,0.5313289
782,0.2400166,0.1362412,0.46508697,0.49711913,0.49481696,0.53245234
783,0.2413467,0.13622835,0.46505246,0.49694002,0.49482727,0.53259164
784,0.24212569,0.13587849,0.46539232,0.4970407,0.49499515,0.53288203
785,0.2424413,0.13465688,0.46673176,0.49712417,0.496559,0.53223145
786,0.2430795,0.13566063,0.46931812,0.49884525,0.49941075,0.5340846
787,0.2427716,0.1356827,0.47121465,0.49984497,0.50171095,0.53447706
788,0.24285088,0.1361033,0.4710692,0.49973682,0.5016397,0.5345244
789,0.24284883,0.13583712,0.4701582,0.5000413,0.50081116,0.5346262
